# MEAN_SAMPLE_SIZE = 4338
# TOTAL_GENES = 18300
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_NEGATIVE_REGULATION_OF_...686       SET      21      0.11403    0.0038608      0.16225      0.24109 GOBP_NEGATIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY
GOBP_POSITIVE_REGULATION_OF_...75        SET       7      0.96101     0.018792       0.3358     0.002109 GOBP_POSITIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY
GOBP_POSITIVE_REGULATION_OF_...826       SET      14      0.01549   0.00042829      0.21116      0.47076 GOBP_POSITIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY
GOBP_REGULATION_OF_T_CELL_AC...1         SET     313   0.00091089   0.00011811     0.047867      0.49241 GOBP_REGULATION_OF_T_CELL_ACTIVATION
GOBP_REGULATION_OF_B_CELL_AC...          SET     112     0.070126    0.0054694     0.082424      0.19745 GOBP_REGULATION_OF_B_CELL_ACTIVATION
GOBP_REGULATION_OF_CELL_ACTI...          SET     530     0.037943    0.0063631     0.036939      0.15218 GOBP_REGULATION_OF_CELL_ACTIVATION
GOBP_NEGATIVE_REGULATION_OF_...103       SET     186     0.011582    0.0011617      0.05915      0.42238 GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION
GOBP_POSITIVE_REGULATION_OF_...117       SET     319    0.0025245   0.00033039     0.047112      0.47863 GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION
GOBP_NEGATIVE_REGULATION_OF_...56        SET      29    -0.045252      -0.0018      0.16173      0.61018 GOBP_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION
GOBP_POSITIVE_REGULATION_OF_...71        SET      72      0.10676    0.0066835      0.10137      0.14614 GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION
GOBP_WHITE_FAT_CELL_DIFFEREN...          SET      13       0.1864    0.0049665      0.23718      0.21596 GOBP_WHITE_FAT_CELL_DIFFERENTIATION
GOBP_BROWN_FAT_CELL_DIFFEREN...          SET      45      0.02547    0.0012615      0.13368      0.42445 GOBP_BROWN_FAT_CELL_DIFFERENTIATION
GOBP_NERVOUS_SYSTEM_PROCESS              SET    1305    -0.041553    -0.010694     0.026738       0.9399 GOBP_NERVOUS_SYSTEM_PROCESS
GOBP_REGULATION_OF_BODY_FLUI...          SET     487     0.076989     0.012392     0.040256     0.027917 GOBP_REGULATION_OF_BODY_FLUID_LEVELS
GOBP_MULTICELLULAR_ORGANISMA...3         SET      52    -0.018611  -0.00099067      0.11813      0.56259 GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT
GOBP_VOLUNTARY_MUSCULOSKELET...          SET       5     -0.18945   -0.0031311      0.40898      0.67839 GOBP_VOLUNTARY_MUSCULOSKELETAL_MOVEMENT
GOBP_NEUROMUSCULAR_PROCESS_C...2         SET      15      0.25462     0.007287      0.21243      0.11535 GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_POSTURE
GOBP_NEUROMUSCULAR_PROCESS_C...1         SET      42      0.10414    0.0049836      0.13573      0.22147 GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE
GOBP_ENDOCRINE_PROCESS                   SET      72    -0.043111   -0.0026989     0.098438      0.66929 GOBP_ENDOCRINE_PROCESS
GOBP_COGNITION                           SET     262    -0.023259   -0.0027631     0.053145      0.66918 GOBP_COGNITION
GOBP_INTESTINAL_ABSORPTION               SET      39     -0.18371   -0.0084721      0.12858      0.92345 GOBP_INTESTINAL_ABSORPTION
GOBP_LEUKOCYTE_MIGRATION                 SET     431    -0.058286   -0.0088391     0.042134      0.91671 GOBP_LEUKOCYTE_MIGRATION
GOBP_LEUKOCYTE_TETHERING_OR_...          SET      30     -0.20327   -0.0082236      0.15211      0.90926 GOBP_LEUKOCYTE_TETHERING_OR_ROLLING
GOBP_DIAPEDESIS                          SET       6       0.4892    0.0088567      0.35792     0.085857 GOBP_DIAPEDESIS
GOBP_NEUROMUSCULAR_PROCESS               SET      89    -0.075286   -0.0052376     0.088707      0.80197 GOBP_NEUROMUSCULAR_PROCESS
GOBP_DETECTION_OF_STIMULUS_I...1         SET     465     -0.02908   -0.0045764     0.058195      0.69136 GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION
GOBP_SENSORY_PERCEPTION_OF_T...1         SET      64     -0.14658   -0.0086536      0.10475      0.91913 GOBP_SENSORY_PERCEPTION_OF_TASTE
GOBP_DETECTION_OF_MECHANICAL...4         SET      14      0.79204     0.021899      0.22836   0.00026267 GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SOUND
GOBP_DETECTION_OF_CHEMICAL_S...2         SET      42    -0.026367   -0.0012618      0.14418      0.57255 GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE
GOBP_SENSORY_PERCEPTION_OF_B...          SET      41     -0.10717   -0.0050673      0.13851      0.78045 GOBP_SENSORY_PERCEPTION_OF_BITTER_TASTE
GOBP_SENSORY_PERCEPTION_OF_S...2         SET       5     -0.17159    -0.002836      0.33058      0.69814 GOBP_SENSORY_PERCEPTION_OF_SOUR_TASTE
GOBP_SENSORY_PERCEPTION_OF_S...3         SET       6     -0.32962   -0.0059676      0.29095      0.87136 GOBP_SENSORY_PERCEPTION_OF_SWEET_TASTE
GOBP_SENSORY_PERCEPTION_OF_U...          SET       6     -0.20302   -0.0036756      0.35202      0.71794 GOBP_SENSORY_PERCEPTION_OF_UMAMI_TASTE
GOBP_POSITIVE_CHEMOTAXIS                 SET      57    -0.060332   -0.0033619      0.10763      0.71244 GOBP_POSITIVE_CHEMOTAXIS
GOBP_NEGATIVE_CHEMOTAXIS                 SET      45     -0.12694   -0.0062871      0.13392      0.82839 GOBP_NEGATIVE_CHEMOTAXIS
GOBP_REGULATION_OF_CHEMOTAXIS            SET     212    -0.035543   -0.0038034     0.058932      0.72678 GOBP_REGULATION_OF_CHEMOTAXIS
GOBP_POSITIVE_REGULATION_OF_...160       SET     135    -0.034086   -0.0029169     0.075526      0.67411 GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS
GOBP_NEGATIVE_REGULATION_OF_...144       SET      57    -0.041835   -0.0023312      0.10999      0.64816 GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS
GOBP_REGULATION_OF_POSITIVE_...          SET      25      0.14272    0.0052715      0.16828       0.1982 GOBP_REGULATION_OF_POSITIVE_CHEMOTAXIS
GOBP_INDUCTION_OF_POSITIVE_C...          SET      13   -0.0017732  -4.7245e-05      0.22493      0.50314 GOBP_INDUCTION_OF_POSITIVE_CHEMOTAXIS
GOBP_PIGMENT_CELL_DIFFERENTI...          SET      33     0.016253   0.00068957      0.16811      0.46149 GOBP_PIGMENT_CELL_DIFFERENTIATION
GOBP_REGULATION_OF_PIGMENT_C...          SET       7      0.13404     0.002621      0.31101      0.33325 GOBP_REGULATION_OF_PIGMENT_CELL_DIFFERENTIATION
GOBP_SENSORY_PERCEPTION_OF_T...2         SET      23     -0.17598   -0.0062351      0.16644       0.8548 GOBP_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS
GOBP_SENSORY_PERCEPTION_OF_L...          SET     203    -0.027049   -0.0028331     0.058797      0.67726 GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS
GOBP_SENSORY_PERCEPTION_OF_M...          SET     165       0.1474     0.013933     0.065109     0.011798 GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS
GOBP_THERMOCEPTION                       SET       5     -0.28095   -0.0046434      0.35496      0.78566 GOBP_THERMOCEPTION
GOBP_EQUILIBRIOCEPTION                   SET       7      0.36104    0.0070601      0.31347      0.12472 GOBP_EQUILIBRIOCEPTION
GOBP_DETECTION_OF_TEMPERATUR...2         SET      17    -0.019277   -0.0005873      0.18349      0.54184 GOBP_DETECTION_OF_TEMPERATURE_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION
GOBP_DETECTION_OF_LIGHT_STIM...2         SET      19     -0.12288   -0.0039576      0.19163      0.73931 GOBP_DETECTION_OF_LIGHT_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION
GOBP_DETECTION_OF_MECHANICAL...3         SET      14     -0.12532   -0.0034651      0.21163      0.72313 GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN
GOBP_DETECTION_OF_MECHANICAL...2         SET      32      0.23044    0.0096282      0.14901     0.061004 GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION
GOBP_SENSORY_PERCEPTION_OF_T...3         SET       5     0.073126    0.0012086      0.36732       0.4211 GOBP_SENSORY_PERCEPTION_OF_TOUCH
GOBP_DETECTION_OF_MECHANICAL...1         SET      49      0.03225    0.0016666       0.1156      0.39013 GOBP_DETECTION_OF_MECHANICAL_STIMULUS
GOBP_REGULATION_OF_LIPID_CAT...          SET      59      0.12232    0.0069344      0.11394      0.14152 GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS
GOBP_NEGATIVE_REGULATION_OF_...356       SET      25      0.13908    0.0051371      0.18128      0.22149 GOBP_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS
GOBP_POSITIVE_REGULATION_OF_...431       SET      26      0.12494    0.0047061      0.17044      0.23178 GOBP_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS
GOBP_REGULATION_OF_NITRIC_OX...3         SET      44    -0.061326   -0.0030035      0.13361      0.67688 GOBP_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY
GOBP_POSITIVE_REGULATION_OF_...561       SET      22   -0.0078006  -0.00027031      0.16838      0.51848 GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY
GOBP_NEGATIVE_REGULATION_OF_...464       SET       6     -0.19462   -0.0035236      0.42401      0.67688 GOBP_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY
GOBP_REGULATION_OF_LIPOPROTE...1         SET      22      -0.0768   -0.0026613      0.19359      0.65421 GOBP_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY
GOBP_NEGATIVE_REGULATION_OF_...363       SET       6     -0.16546   -0.0029957      0.30111      0.70867 GOBP_NEGATIVE_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY
GOBP_MICROTUBULE_SEVERING                SET      12      0.49565     0.012688      0.28198     0.039409 GOBP_MICROTUBULE_SEVERING
GOBP_ACTIN_FILAMENT_SEVERING             SET      15      0.20033    0.0057334      0.22403      0.18561 GOBP_ACTIN_FILAMENT_SEVERING
GOBP_BARBED_END_ACTIN_FILAME...          SET      25    -0.011433  -0.00042228      0.16189      0.52815 GOBP_BARBED_END_ACTIN_FILAMENT_CAPPING
GOBP_CHIASMA_ASSEMBLY                    SET       5      -0.2575   -0.0042558      0.43503      0.72304 GOBP_CHIASMA_ASSEMBLY
GOBP_MRNA_TRANSPORT                      SET     138    -0.017792   -0.0015393      0.07427      0.59466 GOBP_MRNA_TRANSPORT
GOBP_RRNA_TRANSPORT                      SET       5     -0.15933   -0.0026333      0.41002       0.6512 GOBP_RRNA_TRANSPORT
GOBP_TRNA_TRANSPORT                      SET      37     -0.10477   -0.0047062       0.1354      0.78046 GOBP_TRNA_TRANSPORT
GOBP_REGULATION_OF_ENDOSOME_...1         SET       5      0.25283    0.0041788      0.39654      0.26187 GOBP_REGULATION_OF_ENDOSOME_SIZE
GOBP_REGULATION_OF_MEMBRANE_...8         SET      22      -0.3352    -0.011615      0.18394      0.96578 GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS
GOBP_POSITIVE_REGULATION_OF_...471       SET      15     -0.24696   -0.0070677       0.2088      0.88154 GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS
GOBP_NEGATIVE_REGULATION_OF_...395       SET       7     -0.64065    -0.012528      0.38866      0.95035 GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS
GOBP_REGULATION_OF_SECRETION             SET     581     0.037466    0.0065691     0.035041      0.14249 GOBP_REGULATION_OF_SECRETION
GOBP_POSITIVE_REGULATION_OF_...713       SET     286     0.087055     0.010798     0.049832     0.040333 GOBP_POSITIVE_REGULATION_OF_SECRETION
GOBP_NEGATIVE_REGULATION_OF_...595       SET     144    -0.092043   -0.0081328     0.071502      0.90099 GOBP_NEGATIVE_REGULATION_OF_SECRETION
GOBP_REGULATION_OF_TRANSPORT             SET    1623   -0.0040685   -0.0011567     0.021685      0.57441 GOBP_REGULATION_OF_TRANSPORT
GOBP_POSITIVE_REGULATION_OF_...806       SET     843     0.027293    0.0057215      0.02903      0.17357 GOBP_POSITIVE_REGULATION_OF_TRANSPORT
GOBP_NEGATIVE_REGULATION_OF_...666       SET     386     -0.12536    -0.018014     0.043037      0.99821 GOBP_NEGATIVE_REGULATION_OF_TRANSPORT
GOBP_REGULATION_OF_DNA_METAB...          SET     330     0.073798    0.0098206     0.045383     0.051973 GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS
GOBP_NEGATIVE_REGULATION_OF_...196       SET     113      0.24469     0.019169     0.076415   0.00068352 GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS
GOBP_POSITIVE_REGULATION_OF_...226       SET     189     0.067243    0.0067984     0.061179      0.13587 GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS
GOBP_NEGATIVE_REGULATION_OF_...355       SET      50     0.029224    0.0015255      0.12192      0.40528 GOBP_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS
GOBP_REGULATION_OF_SMALL_GTP...          SET     294    -0.067984   -0.0085478     0.047727      0.92283 GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION
GOBP_POSITIVE_REGULATION_OF_...727       SET      70     -0.10545   -0.0065096     0.095441      0.86538 GOBP_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION
GOBP_NEGATIVE_REGULATION_OF_...608       SET      53    0.0016512   8.8734e-05      0.11792      0.49441 GOBP_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION
GOBP_CHAPERONE_COFACTOR_DEPE...          SET      29    -0.011237  -0.00044698      0.14361      0.53118 GOBP_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING
GOBP_REGULATION_OF_DNA_BINDI...2         SET     398    0.0026611   0.00038816     0.042699      0.47515 GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY
GOBP_POSITIVE_REGULATION_OF_...219       SET     247     0.021725     0.002507     0.053636      0.34272 GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY
GOBP_POSITIVE_REGULATION_OF_...557       SET     147     0.057668    0.0051479     0.069659      0.20388 GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
GOBP_NEGATIVE_REGULATION_OF_...188       SET     804    0.0068231    0.0013984     0.030256      0.41079 GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS
GOBP_POSITIVE_REGULATION_OF_...216       SET    1171     0.038172    0.0093423     0.025166     0.064666 GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS
GOBP_REGULATION_OF_HELICASE_...          SET      12      0.34327    0.0087875      0.26864      0.10067 GOBP_REGULATION_OF_HELICASE_ACTIVITY
GOBP_POSITIVE_REGULATION_OF_...337       SET       7      0.34225    0.0066926      0.32086      0.14307 GOBP_POSITIVE_REGULATION_OF_HELICASE_ACTIVITY
GOBP_NEGATIVE_REGULATION_OF_...274       SET       5      0.34567    0.0057131       0.4913      0.24085 GOBP_NEGATIVE_REGULATION_OF_HELICASE_ACTIVITY
GOBP_REGULATION_OF_BINDING               SET     346    -0.057658    -0.007853      0.04457      0.90209 GOBP_REGULATION_OF_BINDING
GOBP_POSITIVE_REGULATION_OF_...57        SET     166    -0.027582   -0.0026151     0.063575       0.6678 GOBP_POSITIVE_REGULATION_OF_BINDING
GOBP_NEGATIVE_REGULATION_OF_...46        SET     151     -0.18725     -0.01694     0.067658      0.99717 GOBP_NEGATIVE_REGULATION_OF_BINDING
GOBP_REGULATION_OF_DNA_BINDI...1         SET     114     -0.01458   -0.0011472     0.079342       0.5729 GOBP_REGULATION_OF_DNA_BINDING
GOBP_DNA_LIGATION_INVOLVED_I...          SET       5      0.31462       0.0052      0.31572      0.15951 GOBP_DNA_LIGATION_INVOLVED_IN_DNA_REPAIR
GOBP_REGULATION_OF_DNA_LIGAT...          SET       6     -0.34568   -0.0062584      0.39638      0.80841 GOBP_REGULATION_OF_DNA_LIGATION
GOBP_POSITIVE_REGULATION_OF_...225       SET       5     -0.41607   -0.0068766      0.42555      0.83588 GOBP_POSITIVE_REGULATION_OF_DNA_LIGATION
GOBP_HEPOXILIN_METABOLIC_PRO...          SET       9     -0.12946   -0.0028704      0.27747       0.6796 GOBP_HEPOXILIN_METABOLIC_PROCESS
GOBP_RNA_POLYMERASE_II_PREIN...          SET      21      0.45271     0.015327      0.17324    0.0044902 GOBP_RNA_POLYMERASE_II_PREINITIATION_COMPLEX_ASSEMBLY
GOBP_SYNAPTIC_GROWTH_AT_NEUR...          SET       9    -0.076154   -0.0016885      0.26318      0.61384 GOBP_SYNAPTIC_GROWTH_AT_NEUROMUSCULAR_JUNCTION
GOBP_REGULATION_OF_ACTIN_NUC...          SET      29      0.19012    0.0075625       0.1661      0.12619 GOBP_REGULATION_OF_ACTIN_NUCLEATION
GOBP_NEGATIVE_REGULATION_OF_...4         SET       9     -0.29293   -0.0064947      0.33502      0.80903 GOBP_NEGATIVE_REGULATION_OF_ACTIN_NUCLEATION
GOBP_POSITIVE_REGULATION_OF_...7         SET      14      0.54726     0.015131      0.23569     0.010126 GOBP_POSITIVE_REGULATION_OF_ACTIN_NUCLEATION
GOBP_NEGATIVE_REGULATION_OF_...93        SET     664    -0.010084   -0.0018856     0.032995      0.62005 GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION
GOBP_POSITIVE_REGULATION_OF_...109       SET    1063      0.06094     0.014255     0.026401     0.010501 GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION
GOBP_CHAPERONE_MEDIATED_PROT...1         SET      21      0.24878    0.0084228      0.18716     0.091895 GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY
GOBP_NK_T_CELL_ACTIVATION                SET      10     -0.24836   -0.0058042      0.27812      0.81406 GOBP_NK_T_CELL_ACTIVATION
GOBP_REGULATION_OF_NK_T_CELL...1         SET       9     -0.32236   -0.0071474      0.28893      0.86772 GOBP_REGULATION_OF_NK_T_CELL_ACTIVATION
GOBP_POSITIVE_REGULATION_OF_...563       SET       7      -0.3392   -0.0066329      0.35059      0.83334 GOBP_POSITIVE_REGULATION_OF_NK_T_CELL_ACTIVATION
GOBP_REGULATION_OF_NK_T_CELL...2         SET       6     0.082059    0.0014856      0.42515      0.42348 GOBP_REGULATION_OF_NK_T_CELL_DIFFERENTIATION
GOBP_REGULATION_OF_NK_T_CELL...3         SET       5     -0.51527   -0.0085163      0.41986      0.89012 GOBP_REGULATION_OF_NK_T_CELL_PROLIFERATION
GOBP_SMOOTH_MUSCLE_CELL_DIFF...          SET      54     -0.14748   -0.0079996      0.12322      0.88432 GOBP_SMOOTH_MUSCLE_CELL_DIFFERENTIATION
GOBP_STRIATED_MUSCLE_CELL_DI...          SET     247       0.0923     0.010651     0.054296     0.044582 GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION
GOBP_REGULATION_OF_MUSCLE_CE...          SET     129      0.01563    0.0013077     0.076315      0.41886 GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION
GOBP_NEGATIVE_REGULATION_OF_...430       SET      51      -0.1943    -0.010243      0.11421      0.95553 GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION
GOBP_POSITIVE_REGULATION_OF_...514       SET      70      0.20192     0.012465      0.10467     0.026871 GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION
GOBP_REGULATION_OF_SMOOTH_MU...2         SET      28      -0.1667   -0.0065158      0.16769       0.8399 GOBP_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION
GOBP_NEGATIVE_REGULATION_OF_...614       SET      14     -0.33075    -0.009145       0.2331      0.92203 GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION
GOBP_POSITIVE_REGULATION_OF_...731       SET      12    -0.029221  -0.00074805      0.26149      0.54449 GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION
GOBP_REGULATION_OF_STRIATED_...1         SET      77     0.081487    0.0052748      0.09712      0.20073 GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION
GOBP_NEGATIVE_REGULATION_OF_...629       SET      32    -0.081104   -0.0033886      0.13873      0.72059 GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION
GOBP_POSITIVE_REGULATION_OF_...752       SET      41      0.21548     0.010188      0.13806     0.059296 GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION
GOBP_GLUCOSE_6_PHOSPHATE_MET...          SET      24    -0.058452   -0.0021155      0.17712       0.6293 GOBP_GLUCOSE_6_PHOSPHATE_METABOLIC_PROCESS
GOBP_XYLULOSE_5_PHOSPHATE_ME...          SET       5     -0.81826    -0.013524      0.30919      0.99593 GOBP_XYLULOSE_5_PHOSPHATE_METABOLIC_PROCESS
GOBP_NUCLEAR_EXPORT                      SET     191    0.0045249   0.00045987      0.06081      0.47034 GOBP_NUCLEAR_EXPORT
GOBP_NUCLEAR_TRANSPORT                   SET     325     0.053714    0.0070946     0.046801      0.12555 GOBP_NUCLEAR_TRANSPORT
GOBP_IMPORT_INTO_NUCLEUS                 SET     154     0.069564    0.0063547     0.067576      0.15165 GOBP_IMPORT_INTO_NUCLEUS
GOBP_REGULATION_OF_PHOSPHORU...          SET    1510     0.010059    0.0027677     0.022486      0.32732 GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS
GOBP_VITAMIN_TRANSPORT                   SET      41     0.059907    0.0028325      0.13453      0.32806 GOBP_VITAMIN_TRANSPORT
GOBP_PROSTHETIC_GROUP_METABO...          SET       6       0.1147    0.0020767      0.41256       0.3905 GOBP_PROSTHETIC_GROUP_METABOLIC_PROCESS
GOBP_PROTEIN_INSERTION_INTO_...3         SET      75      -0.0201   -0.0012842     0.094979       0.5838 GOBP_PROTEIN_INSERTION_INTO_MEMBRANE
GOBP_SEQUESTERING_OF_CALCIUM...          SET     113    -0.085919   -0.0067308     0.079432      0.86029 GOBP_SEQUESTERING_OF_CALCIUM_ION
GOBP_CARTILAGE_DEVELOPMENT               SET     179     0.033886     0.003335     0.061709      0.29147 GOBP_CARTILAGE_DEVELOPMENT
GOBP_CYTOPLASMIC_SEQUESTERIN...2         SET      18     -0.11083   -0.0034742      0.20964      0.70148 GOBP_CYTOPLASMIC_SEQUESTERING_OF_PROTEIN
GOBP_SPINDLE_ASSEMBLY                    SET     105    -0.085078   -0.0064261     0.084367      0.84337 GOBP_SPINDLE_ASSEMBLY
GOBP_SPINDLE_ELONGATION                  SET       8     -0.30238    -0.006321      0.27301      0.86597 GOBP_SPINDLE_ELONGATION
GOBP_MAINTENANCE_OF_LOCATION             SET     299     0.017483    0.0022165     0.049511        0.362 GOBP_MAINTENANCE_OF_LOCATION
GOBP_ESTABLISHMENT_OF_RNA_LO...          SET     186    -0.050708   -0.0050863     0.061696      0.79443 GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION
GOBP_SEQUESTERING_OF_METAL_I...          SET      14     -0.17909   -0.0049518      0.21457      0.79804 GOBP_SEQUESTERING_OF_METAL_ION
GOBP_POSITIVE_REGULATION_OF_...509       SET    1286     0.028032    0.0071655     0.024151      0.12289 GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS
GOBP_NEGATIVE_REGULATION_OF_...425       SET     926     -0.01327   -0.0029087      0.02847      0.67943 GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS
